timestamp,dissolved_oxygen,pH,temperature,OD600,agitation,feeding_rate
2024-01-15T14:40:00,85.46,6.656,28.01,0.404,197.7,0.0
2024-01-15T14:45:00,84.63,6.646,28.04,0.743,202.6,0.0
2024-01-15T14:50:00,84.41,6.598,28.38,0.763,201.7,0.0
2024-01-15T14:55:00,88.29,6.642,28.35,0.552,200.3,0.0
2024-01-15T15:00:00,88.45,6.626,28.29,0.981,203.2,0.0
2024-01-15T15:05:00,84.22,6.648,28.32,0.885,191.2,0.0
2024-01-15T15:10:00,82.46,6.614,28.22,0.511,207.5,0.0
2024-01-15T15:15:00,87.8,6.575,27.49,0.708,199.7,0.0
2024-01-15T15:20:00,85.14,6.549,27.97,0.764,193.5,0.0
2024-01-15T15:25:00,85.58,6.577,27.85,0.816,194.7,0.0
2024-01-15T15:30:00,86.28,6.57,28.15,0.717,197.3,0.0
2024-01-15T15:35:00,84.51,6.563,27.83,0.618,194.0,0.0
2024-01-15T15:40:00,84.54,6.568,28.06,1.042,199.4,0.0
2024-01-15T15:45:00,85.22,6.606,27.84,0.726,197.1,0.0
2024-01-15T15:50:00,80.65,6.532,28.41,0.73,208.2,0.0
2024-01-15T15:55:00,84.76,6.582,28.92,0.746,205.6,0.0
2024-01-15T16:00:00,82.25,6.518,28.06,0.778,196.2,0.0
2024-01-15T16:05:00,82.5,6.529,28.51,0.597,204.4,0.0
2024-01-15T16:10:00,85.47,6.558,27.74,0.824,207.6,0.0
2024-01-15T16:15:00,81.46,6.544,27.74,0.921,193.1,0.0
2024-01-15T16:20:00,85.65,6.502,28.17,0.995,196.7,0.0
2024-01-15T16:25:00,81.65,6.513,28.01,0.799,195.8,0.0
2024-01-15T16:30:00,82.21,6.526,27.73,0.93,197.1,0.0
2024-01-15T16:35:00,82.78,6.498,28.03,1.021,203.8,0.0
2024-01-15T16:40:00,82.58,6.502,28.17,0.676,196.2,0.0
2024-01-15T16:45:00,79.05,6.518,28.08,0.675,195.5,0.0
2024-01-15T16:50:00,78.72,6.509,27.64,1.062,196.7,0.0
2024-01-15T16:55:00,79.63,6.494,28.3,0.995,197.1,0.0
2024-01-15T17:00:00,78.93,6.516,28.43,1.135,187.6,0.0
2024-01-15T17:05:00,81.19,6.488,28.11,0.914,197.0,0.0
2024-01-15T17:10:00,79.77,6.524,28.08,1.07,201.7,0.0
2024-01-15T17:15:00,78.95,6.47,28.12,1.021,197.9,0.0
2024-01-15T17:20:00,82.47,6.504,27.9,1.153,206.0,0.0
2024-01-15T17:25:00,75.96,6.442,27.44,1.076,198.2,0.0
2024-01-15T17:30:00,81.18,6.476,27.93,1.168,204.1,0.0
2024-01-15T17:35:00,78.67,6.484,27.56,0.864,205.7,0.0
2024-01-15T17:40:00,77.33,6.475,28.68,1.278,200.9,0.0
2024-01-15T17:45:00,76.89,6.425,28.25,1.297,195.7,0.0
2024-01-15T17:50:00,76.48,6.459,28.1,1.305,205.2,0.0
2024-01-15T17:55:00,76.39,6.41,27.87,1.253,201.9,0.0
2024-01-15T18:00:00,75.01,6.459,28.41,1.48,202.1,0.0
2024-01-15T18:05:00,74.83,6.39,27.47,1.686,207.5,0.0
2024-01-15T18:10:00,75.48,6.431,27.66,1.543,212.2,0.0
2024-01-15T18:15:00,75.3,6.438,28.14,1.506,201.1,0.0
2024-01-15T18:20:00,75.41,6.468,28.4,1.412,208.0,0.0
2024-01-15T18:25:00,72.77,6.402,28.02,1.499,205.5,0.0
2024-01-15T18:30:00,76.09,6.395,27.87,1.369,194.9,0.0
2024-01-15T18:35:00,74.57,6.397,27.61,1.423,193.5,0.0
2024-01-15T18:40:00,75.36,6.381,27.55,1.672,198.8,0.0
2024-01-15T18:45:00,68.33,6.382,27.93,1.735,203.5,0.0
2024-01-15T18:50:00,73.57,6.37,27.67,2.108,212.9,0.0
2024-01-15T18:55:00,71.4,6.371,28.06,1.897,199.3,0.0
2024-01-15T19:00:00,70.05,6.366,27.84,1.861,196.4,0.0
2024-01-15T19:05:00,69.96,6.406,27.2,2.025,205.5,0.0
2024-01-15T19:10:00,66.71,6.345,27.89,2.259,193.0,0.0
2024-01-15T19:15:00,67.62,6.403,28.28,2.022,206.4,0.0
2024-01-15T19:20:00,67.05,6.329,28.15,2.316,193.9,0.0
2024-01-15T19:25:00,67.83,6.328,28.21,2.386,202.2,0.0
2024-01-15T19:30:00,69.37,6.301,28.18,2.298,203.0,0.0
2024-01-15T19:35:00,67.55,6.29,28.28,2.382,199.1,0.0
2024-01-15T19:40:00,68.06,6.301,27.58,2.429,192.2,0.0
2024-01-15T19:45:00,63.98,6.369,27.38,2.68,208.5,0.0
2024-01-15T19:50:00,65.17,6.295,28.12,2.706,199.8,0.0
2024-01-15T19:55:00,64.89,6.31,27.89,2.927,199.7,0.0
2024-01-15T20:00:00,61.55,6.26,28.22,2.897,200.9,0.0
2024-01-15T20:05:00,63.54,6.305,27.84,2.917,196.1,0.0
2024-01-15T20:10:00,61.43,6.301,27.49,3.07,205.1,0.0
2024-01-15T20:15:00,62.67,6.313,28.5,3.21,205.1,0.0
2024-01-15T20:20:00,59.74,6.259,28.01,2.965,202.6,0.0
2024-01-15T20:25:00,61.31,6.25,27.82,3.237,193.0,0.0
2024-01-15T20:30:00,58.37,6.237,28.32,3.315,195.3,0.0
2024-01-15T20:35:00,60.51,6.267,27.74,3.96,203.5,0.0
2024-01-15T20:40:00,59.31,6.332,27.97,3.593,205.7,0.0
2024-01-15T20:45:00,58.44,6.303,27.81,3.69,209.1,0.0
2024-01-15T20:50:00,57.0,6.263,28.29,4.022,203.1,0.0
2024-01-15T20:55:00,56.11,6.231,27.98,3.804,203.1,0.0
2024-01-15T21:00:00,54.55,6.245,28.18,4.192,202.8,0.0
2024-01-15T21:05:00,57.16,6.242,27.98,4.457,191.7,0.0
2024-01-15T21:10:00,55.57,6.23,27.62,4.491,194.6,0.0
2024-01-15T21:15:00,54.55,6.237,28.01,4.72,200.1,0.0
2024-01-15T21:20:00,53.19,6.214,27.86,4.84,197.8,0.0
2024-01-15T21:25:00,53.65,6.191,28.38,4.794,195.5,0.0
2024-01-15T21:30:00,52.01,6.243,28.06,4.955,205.2,0.0
2024-01-15T21:35:00,52.43,6.221,28.02,4.907,205.3,0.0
2024-01-15T21:40:00,53.5,6.258,27.89,5.2,197.8,0.0
2024-01-15T21:45:00,53.11,6.168,27.87,5.647,198.6,0.0
2024-01-15T21:50:00,48.73,6.148,27.77,5.381,299.8,0.0
2024-01-15T21:55:00,51.8,6.142,28.3,5.773,198.9,0.0
2024-01-15T22:00:00,49.85,6.133,28.11,5.888,300.8,0.0
2024-01-15T22:05:00,48.65,6.235,27.81,6.129,297.3,0.0
2024-01-15T22:10:00,46.76,6.136,28.36,6.124,307.1,0.0
2024-01-15T22:15:00,45.73,6.164,27.83,6.295,303.2,0.0
2024-01-15T22:20:00,44.09,6.191,28.54,6.576,296.9,0.0
2024-01-15T22:25:00,46.19,6.149,28.2,6.653,310.1,0.0
2024-01-15T22:30:00,43.96,6.092,27.78,6.852,299.8,0.0
2024-01-15T22:35:00,43.79,6.134,28.0,7.317,305.9,0.0
2024-01-15T22:40:00,43.18,6.108,28.31,7.596,303.4,0.0
2024-01-15T22:45:00,44.28,6.106,28.18,7.664,305.5,0.0
2024-01-15T22:50:00,43.59,6.143,28.35,7.681,306.9,0.0
2024-01-15T22:55:00,42.01,6.11,28.36,7.826,295.9,0.0
2024-01-15T23:00:00,41.11,6.101,28.38,7.955,301.0,0.0
2024-01-15T23:05:00,39.11,6.117,28.19,8.078,310.8,0.0
2024-01-15T23:10:00,40.94,6.096,28.47,8.196,299.5,0.0
2024-01-15T23:15:00,40.99,6.089,27.87,8.455,301.0,0.0
2024-01-15T23:20:00,38.01,6.082,27.79,8.744,306.0,0.0
2024-01-15T23:25:00,38.19,6.084,28.47,8.524,299.7,0.0
2024-01-15T23:30:00,41.34,6.023,27.34,8.838,302.2,0.0
2024-01-15T23:35:00,36.49,6.082,28.07,9.013,297.2,0.0
2024-01-15T23:40:00,38.84,6.075,27.97,9.063,309.2,0.0
2024-01-15T23:45:00,34.76,6.029,27.99,9.259,301.2,0.0
2024-01-15T23:50:00,37.1,6.007,28.43,9.547,299.6,0.0
2024-01-15T23:55:00,36.63,6.053,28.17,9.912,302.2,0.0
2024-01-16T00:00:00,37.65,6.039,28.21,10.001,299.6,0.0
2024-01-16T00:05:00,34.2,6.082,27.99,10.278,292.8,0.0
2024-01-16T00:10:00,33.75,6.047,27.8,10.237,297.8,0.0
2024-01-16T00:15:00,33.67,5.944,27.52,10.088,303.8,0.0
2024-01-16T00:20:00,34.57,5.982,27.99,10.64,300.0,0.0
2024-01-16T00:25:00,35.78,6.032,27.93,10.497,300.1,0.0
2024-01-16T00:30:00,30.06,5.993,27.8,10.848,295.0,0.0
2024-01-16T00:35:00,35.43,6.014,27.83,10.918,302.9,0.0
2024-01-16T00:40:00,33.74,5.991,27.81,11.31,303.5,0.0
2024-01-16T00:45:00,33.32,6.002,28.31,11.297,297.3,0.0
2024-01-16T00:50:00,31.91,6.04,27.79,11.571,308.7,0.0
2024-01-16T00:55:00,30.28,5.958,27.9,11.535,302.1,0.0
2024-01-16T01:00:00,30.05,5.966,28.64,11.713,308.6,0.0
2024-01-16T01:05:00,30.63,5.965,28.18,11.826,294.9,0.0
2024-01-16T01:10:00,27.75,5.968,28.19,11.845,397.6,0.0
2024-01-16T01:15:00,28.09,5.906,28.07,12.24,405.2,0.0
2024-01-16T01:20:00,28.93,5.977,27.99,12.374,399.1,0.0
2024-01-16T01:25:00,30.29,5.892,28.44,12.368,306.9,0.0
2024-01-16T01:30:00,29.61,5.948,28.08,12.252,397.2,0.0
2024-01-16T01:35:00,28.69,5.963,28.16,12.353,398.1,0.0
2024-01-16T01:40:00,24.18,5.957,27.48,12.675,398.2,0.0
2024-01-16T01:45:00,26.24,5.951,27.86,12.493,401.7,0.0
2024-01-16T01:50:00,28.63,5.913,27.62,12.753,405.0,0.0
2024-01-16T01:55:00,25.33,5.893,28.45,12.782,404.3,0.0
2024-01-16T02:00:00,26.89,5.89,28.62,12.896,401.9,0.0
2024-01-16T02:05:00,28.72,5.902,27.92,13.103,399.0,0.0
2024-01-16T02:10:00,26.88,5.911,28.02,13.115,403.7,0.0
2024-01-16T02:15:00,26.83,5.823,28.27,13.198,401.7,0.0
2024-01-16T02:20:00,22.14,5.94,27.96,13.442,405.5,0.0
2024-01-16T02:25:00,27.19,5.841,27.81,13.215,409.6,0.0
2024-01-16T02:30:00,26.39,5.893,28.15,13.419,400.8,0.0
2024-01-16T02:35:00,29.47,5.859,28.06,13.576,405.3,0.0
2024-01-16T02:40:00,27.45,5.875,27.66,13.758,408.2,0.0
2024-01-16T02:45:00,25.93,5.827,27.98,13.489,401.6,0.0
2024-01-16T02:50:00,25.92,5.893,28.14,13.776,398.8,0.0
2024-01-16T02:55:00,26.9,5.802,28.18,13.936,403.5,0.0
2024-01-16T03:00:00,27.0,5.829,28.04,13.808,399.1,0.0
2024-01-16T03:05:00,23.13,5.785,28.48,13.915,395.8,0.0
2024-01-16T03:10:00,21.38,5.803,27.6,13.821,408.2,0.0
2024-01-16T03:15:00,23.42,5.884,28.29,14.176,398.4,0.0
2024-01-16T03:20:00,27.74,5.769,27.51,13.702,405.1,0.0
2024-01-16T03:25:00,26.23,5.822,28.18,14.494,404.3,0.0
2024-01-16T03:30:00,24.43,5.803,27.98,14.291,396.2,0.0
2024-01-16T03:35:00,21.34,5.791,27.7,14.182,394.5,0.0
2024-01-16T03:40:00,25.83,5.816,27.53,14.297,395.1,0.0
2024-01-16T03:45:00,22.14,5.777,28.17,14.454,395.2,0.0
2024-01-16T03:50:00,21.49,5.76,28.1,14.371,392.0,0.0
2024-01-16T03:55:00,23.34,5.789,28.07,14.461,406.8,0.0
2024-01-16T04:00:00,22.61,5.77,28.16,14.452,400.2,0.0
2024-01-16T04:05:00,22.08,5.741,27.58,14.477,408.7,0.0
2024-01-16T04:10:00,21.99,5.734,28.27,14.32,398.5,0.0
2024-01-16T04:15:00,21.91,5.758,27.75,14.727,410.7,0.0
2024-01-16T04:20:00,23.29,5.763,28.12,14.395,399.1,0.0
2024-01-16T04:25:00,22.79,5.734,28.29,14.585,411.1,0.0
2024-01-16T04:30:00,20.57,5.731,28.77,14.551,396.0,0.0
2024-01-16T04:35:00,25.05,5.711,28.17,14.909,408.1,0.0
2024-01-16T04:40:00,22.14,5.705,27.7,14.634,396.8,0.0
2024-01-16T04:45:00,22.41,5.694,28.07,14.534,392.2,0.0
2024-01-16T04:50:00,23.53,5.651,28.11,14.792,406.1,0.0
2024-01-16T04:55:00,24.71,5.718,27.79,14.585,399.7,0.0
2024-01-16T05:00:00,22.23,5.716,27.72,14.874,400.8,0.0
2024-01-16T05:05:00,21.88,5.667,27.78,14.6,406.2,0.0
2024-01-16T05:10:00,22.89,5.656,27.91,14.998,406.1,0.0
2024-01-16T05:15:00,25.38,5.695,28.06,14.876,398.5,0.0
2024-01-16T05:20:00,21.61,5.699,28.29,14.894,396.1,0.0
2024-01-16T05:25:00,19.02,5.687,27.67,14.693,389.2,0.0
2024-01-16T05:30:00,25.45,5.666,28.25,14.969,400.4,0.0
2024-01-16T05:35:00,23.03,5.652,28.08,14.913,401.6,0.0
2024-01-16T05:40:00,23.08,5.65,27.77,14.844,402.7,0.0
2024-01-16T05:45:00,21.57,5.65,28.33,14.825,402.4,0.0
2024-01-16T05:50:00,22.7,5.686,28.17,14.971,400.1,0.0
2024-01-16T05:55:00,19.83,5.63,27.82,14.793,399.1,0.0
2024-01-16T06:00:00,22.17,5.631,28.15,15.012,400.3,0.0
2024-01-16T06:05:00,19.92,5.623,27.64,14.72,403.0,0.0
2024-01-16T06:10:00,23.11,5.616,28.45,15.259,400.7,0.0
2024-01-16T06:15:00,20.31,5.608,27.88,14.99,400.9,0.0
2024-01-16T06:20:00,21.19,5.624,28.36,15.077,404.7,0.0
2024-01-16T06:25:00,17.31,5.634,27.59,14.841,398.9,0.0
2024-01-16T06:30:00,18.4,5.616,28.23,14.899,397.1,0.0
2024-01-16T06:35:00,20.25,5.606,27.56,14.695,400.9,0.0
2024-01-16T06:40:00,21.9,5.592,27.71,15.091,406.0,0.0
2024-01-16T06:45:00,20.95,5.555,27.87,15.079,395.6,0.0
2024-01-16T06:50:00,23.52,5.537,27.52,15.086,407.4,0.0
2024-01-16T06:55:00,19.92,5.603,27.82,15.089,409.1,0.0
2024-01-16T07:00:00,20.16,5.631,27.82,15.23,403.7,0.0
2024-01-16T07:05:00,22.81,5.608,28.01,15.181,396.2,0.0
2024-01-16T07:10:00,19.81,5.616,28.04,15.212,398.2,0.0
2024-01-16T07:15:00,18.77,5.521,28.36,15.178,396.7,0.0
2024-01-16T07:20:00,21.57,5.58,28.22,15.0,405.0,0.0
2024-01-16T07:25:00,18.61,5.584,27.9,15.05,398.7,0.0
2024-01-16T07:30:00,21.55,5.547,28.65,15.369,396.8,0.0
2024-01-16T07:35:00,20.77,5.536,28.46,15.315,402.5,0.0
2024-01-16T07:40:00,22.27,5.511,27.75,15.262,394.8,0.0
2024-01-16T07:45:00,23.72,5.484,27.93,14.891,398.6,0.0
2024-01-16T07:50:00,21.84,5.537,27.83,15.238,399.2,0.0
2024-01-16T07:55:00,20.22,5.554,28.15,15.239,403.7,0.0
2024-01-16T08:00:00,21.76,5.505,27.61,18.099,402.0,1.93
2024-01-16T08:05:00,21.09,5.537,28.01,17.919,401.5,2.18
2024-01-16T08:10:00,24.32,5.517,27.47,18.033,403.8,2.05
2024-01-16T08:15:00,21.63,5.496,27.63,18.189,399.0,1.94
2024-01-16T08:20:00,21.71,5.551,28.12,17.907,394.0,2.08
2024-01-16T08:25:00,20.11,5.497,28.0,18.172,396.1,2.1
2024-01-16T08:30:00,21.86,5.474,27.87,17.972,403.6,2.01
2024-01-16T08:35:00,20.83,5.508,28.28,18.248,392.9,1.88
2024-01-16T08:40:00,23.53,5.485,28.77,17.759,397.2,2.08
2024-01-16T08:45:00,24.84,5.563,28.36,18.217,405.1,2.13
2024-01-16T08:50:00,21.2,5.477,28.0,18.101,399.1,2.03
2024-01-16T08:55:00,23.66,5.505,28.44,18.087,394.3,2.07
2024-01-16T09:00:00,19.62,5.5,27.96,17.874,407.6,2.16
2024-01-16T09:05:00,25.4,5.539,28.17,17.826,398.9,2.01
2024-01-16T09:10:00,24.45,5.559,28.46,17.922,397.6,2.0
2024-01-16T09:15:00,20.35,5.512,27.96,17.998,397.7,1.96
2024-01-16T09:20:00,22.4,5.468,27.14,18.052,399.9,2.3
2024-01-16T09:25:00,22.7,5.485,28.14,18.223,395.0,2.16
2024-01-16T09:30:00,25.42,5.5,27.94,18.087,395.6,2.06
2024-01-16T09:35:00,24.32,5.531,27.76,17.936,407.5,2.12
2024-01-16T09:40:00,22.84,5.431,28.27,17.966,403.7,2.13
2024-01-16T09:45:00,24.92,5.457,27.84,17.977,404.0,2.04
2024-01-16T09:50:00,22.3,5.518,27.99,18.01,391.9,2.29
2024-01-16T09:55:00,23.3,5.51,28.34,17.854,394.9,2.19
2024-01-16T10:00:00,25.74,5.509,27.89,18.027,395.9,2.2
2024-01-16T10:05:00,20.5,5.517,28.27,17.8,388.2,2.09
2024-01-16T10:10:00,28.15,5.505,27.78,18.052,399.1,2.34
2024-01-16T10:15:00,24.05,5.49,27.71,17.861,400.6,2.37
2024-01-16T10:20:00,25.05,5.496,27.53,18.005,404.4,2.21
2024-01-16T10:25:00,30.4,5.514,27.77,17.928,297.9,2.34
2024-01-16T10:30:00,23.63,5.533,27.8,17.97,409.4,2.34
2024-01-16T10:35:00,27.89,5.507,28.26,17.884,402.4,2.16
2024-01-16T10:40:00,27.69,5.496,27.88,17.853,395.2,2.29
2024-01-16T10:45:00,24.72,5.506,28.42,18.258,399.6,2.3
2024-01-16T10:50:00,27.13,5.5,28.3,17.788,405.9,2.52
2024-01-16T10:55:00,27.15,5.512,27.89,18.032,401.7,2.24
2024-01-16T11:00:00,28.82,5.476,28.34,17.969,406.6,2.27
2024-01-16T11:05:00,26.1,5.545,27.99,17.624,395.0,2.24
2024-01-16T11:10:00,28.0,5.499,27.89,18.067,398.0,2.2
2024-01-16T11:15:00,26.87,5.543,28.46,18.181,405.0,2.26
2024-01-16T11:20:00,27.49,5.48,28.1,17.998,394.1,2.43
2024-01-16T11:25:00,27.99,5.516,27.92,17.866,402.9,2.27
2024-01-16T11:30:00,25.84,5.511,28.58,18.065,395.0,2.26
2024-01-16T11:35:00,28.3,5.518,28.15,18.01,403.2,2.45
2024-01-16T11:40:00,27.83,5.528,28.57,17.993,399.3,2.25
2024-01-16T11:45:00,28.18,5.443,28.25,18.096,397.3,2.34
2024-01-16T11:50:00,28.81,5.529,27.87,17.978,402.6,2.33
2024-01-16T11:55:00,29.61,5.48,28.33,18.037,397.3,2.45
2024-01-16T12:00:00,31.61,5.502,27.9,17.98,299.9,2.34
2024-01-16T12:05:00,26.59,5.477,27.68,18.043,404.8,2.55
2024-01-16T12:10:00,28.92,5.511,28.35,17.906,395.4,2.41
2024-01-16T12:15:00,30.08,5.515,28.3,18.067,286.5,2.47
2024-01-16T12:20:00,26.74,5.524,28.41,17.821,399.3,2.5
2024-01-16T12:25:00,31.62,5.558,28.22,18.159,300.4,2.25
2024-01-16T12:30:00,28.54,5.575,27.95,17.879,400.6,2.48
2024-01-16T12:35:00,32.51,5.491,28.06,17.921,296.3,2.3
2024-01-16T12:40:00,30.06,5.497,27.79,17.821,293.0,2.43
2024-01-16T12:45:00,31.41,5.512,27.56,17.685,298.5,2.37
2024-01-16T12:50:00,32.44,5.454,28.03,17.957,299.2,2.52
2024-01-16T12:55:00,29.45,5.501,27.76,17.94,405.4,2.46
2024-01-16T13:00:00,30.64,5.489,27.55,18.191,291.0,2.31
2024-01-16T13:05:00,31.65,5.463,28.27,17.945,297.6,2.49
2024-01-16T13:10:00,32.38,5.503,27.73,18.145,289.2,2.41
2024-01-16T13:15:00,29.71,5.507,28.02,17.87,398.9,2.43
2024-01-16T13:20:00,32.0,5.478,28.42,17.925,299.5,2.5
2024-01-16T13:25:00,31.84,5.54,28.09,18.005,296.9,2.54
2024-01-16T13:30:00,31.8,5.51,27.94,17.725,299.4,2.33
2024-01-16T13:35:00,31.92,5.516,27.69,17.813,306.3,2.44
2024-01-16T13:40:00,32.57,5.492,28.53,18.039,294.0,2.62
2024-01-16T13:45:00,31.07,5.554,27.92,18.042,301.4,2.57
2024-01-16T13:50:00,33.44,5.536,27.48,17.87,306.5,2.38
2024-01-16T13:55:00,34.05,5.48,27.88,18.044,294.5,2.53
2024-01-16T14:00:00,33.68,5.552,28.42,17.841,297.2,2.54
2024-01-16T14:05:00,31.44,5.542,28.48,17.633,293.8,2.51
2024-01-16T14:10:00,33.21,5.489,28.13,17.88,297.6,2.58
2024-01-16T14:15:00,32.94,5.5,27.97,17.965,299.6,2.55
2024-01-16T14:20:00,35.47,5.53,27.91,17.842,303.5,2.56
2024-01-16T14:25:00,33.77,5.51,28.13,18.056,292.1,2.49
2024-01-16T14:30:00,33.57,5.566,28.67,17.699,303.2,2.66
2024-01-16T14:35:00,32.68,5.49,27.81,17.606,299.2,2.57
2024-01-16T14:40:00,34.75,5.482,28.07,17.578,310.4,2.53
2024-01-16T14:45:00,33.34,5.547,28.59,17.494,293.9,2.68
2024-01-16T14:50:00,33.74,5.594,27.55,17.802,301.3,2.69
2024-01-16T14:55:00,34.19,5.524,27.88,18.033,301.3,2.61
2024-01-16T15:00:00,33.62,5.526,27.99,17.962,305.6,2.65
2024-01-16T15:05:00,36.2,5.488,27.8,17.601,297.0,2.8
2024-01-16T15:10:00,39.15,5.547,28.07,17.545,299.7,2.7
2024-01-16T15:15:00,35.54,5.532,28.03,17.942,299.0,2.66
