timestamp,dissolved_oxygen,pH,temperature,OD600,agitation,feeding_rate
2024-01-25T19:10:00,82.94,6.466,28.11,1.256,198.1,0.0
2024-01-25T19:15:00,81.93,6.511,27.73,0.925,205.0,0.0
2024-01-25T19:20:00,79.31,6.52,28.48,0.579,198.2,0.0
2024-01-25T19:25:00,84.0,6.535,27.91,1.01,194.5,0.0
2024-01-25T19:30:00,80.77,6.546,27.66,0.368,203.5,0.0
2024-01-25T19:35:00,81.37,6.52,27.8,0.665,200.9,0.0
2024-01-25T19:40:00,82.48,6.494,28.02,0.799,207.8,0.0
2024-01-25T19:45:00,79.1,6.475,27.98,1.056,200.4,0.0
2024-01-25T19:50:00,81.24,6.382,27.84,1.49,190.3,0.0
2024-01-25T19:55:00,75.68,6.429,27.54,0.864,201.9,0.0
2024-01-25T20:00:00,80.58,6.459,27.58,0.954,202.6,0.0
2024-01-25T20:05:00,80.55,6.44,27.57,1.404,195.5,0.0
2024-01-25T20:10:00,81.78,6.466,28.24,1.091,203.5,0.0
2024-01-25T20:15:00,77.6,6.457,27.75,1.121,200.1,0.0
2024-01-25T20:20:00,82.58,6.385,28.14,1.1,207.4,0.0
2024-01-25T20:25:00,80.39,6.465,28.39,1.215,194.6,0.0
2024-01-25T20:30:00,78.21,6.337,28.37,0.753,206.1,0.0
2024-01-25T20:35:00,77.1,6.426,28.02,0.988,200.6,0.0
2024-01-25T20:40:00,77.24,6.467,28.13,1.232,197.0,0.0
2024-01-25T20:45:00,74.26,6.415,28.29,1.429,196.4,0.0
2024-01-25T20:50:00,78.22,6.376,27.98,1.221,199.2,0.0
2024-01-25T20:55:00,81.86,6.375,28.3,1.051,198.0,0.0
2024-01-25T21:00:00,76.58,6.434,28.28,0.955,207.8,0.0
2024-01-25T21:05:00,76.58,6.37,28.14,1.888,198.7,0.0
2024-01-25T21:10:00,72.76,6.501,28.26,1.46,191.6,0.0
2024-01-25T21:15:00,77.17,6.443,27.62,1.119,203.6,0.0
2024-01-25T21:20:00,74.78,6.435,27.83,0.868,192.5,0.0
2024-01-25T21:25:00,73.26,6.408,27.73,1.368,196.1,0.0
2024-01-25T21:30:00,74.64,6.368,27.64,0.91,201.0,0.0
2024-01-25T21:35:00,73.41,6.382,28.08,1.627,194.0,0.0
2024-01-25T21:40:00,72.46,6.395,28.23,1.89,199.3,0.0
2024-01-25T21:45:00,73.69,6.296,27.9,1.597,196.9,0.0
2024-01-25T21:50:00,69.81,6.406,28.48,1.39,204.9,0.0
2024-01-25T21:55:00,71.58,6.322,27.77,1.815,203.2,0.0
2024-01-25T22:00:00,71.78,6.404,28.12,1.616,195.8,0.0
2024-01-25T22:05:00,73.08,6.387,28.17,1.449,209.5,0.0
2024-01-25T22:10:00,72.13,6.298,27.61,2.008,198.1,0.0
2024-01-25T22:15:00,74.83,6.349,28.35,1.849,198.8,0.0
2024-01-25T22:20:00,72.15,6.237,27.88,1.861,204.7,0.0
2024-01-25T22:25:00,67.18,6.211,27.89,1.824,199.6,0.0
2024-01-25T22:30:00,69.77,6.339,28.2,1.607,188.2,0.0
2024-01-25T22:35:00,68.32,6.337,28.15,1.554,202.4,0.0
2024-01-25T22:40:00,67.83,6.273,28.23,1.809,195.4,0.0
2024-01-25T22:45:00,68.58,6.299,27.8,2.134,193.2,0.0
2024-01-25T22:50:00,66.92,6.19,27.94,1.845,204.6,0.0
2024-01-25T22:55:00,66.09,6.293,27.83,2.168,200.7,0.0
2024-01-25T23:00:00,68.93,6.31,27.85,2.439,203.7,0.0
2024-01-25T23:05:00,65.71,6.308,28.22,1.765,203.3,0.0
2024-01-25T23:10:00,65.37,6.301,27.71,2.265,195.8,0.0
2024-01-25T23:15:00,65.73,6.189,28.14,2.268,203.9,0.0
2024-01-25T23:20:00,70.2,6.236,27.89,2.294,198.0,0.0
2024-01-25T23:25:00,63.64,6.198,27.84,2.352,199.5,0.0
2024-01-25T23:30:00,68.85,6.317,27.77,2.706,196.5,0.0
2024-01-25T23:35:00,67.42,6.244,27.6,2.455,197.5,0.0
2024-01-25T23:40:00,64.46,6.238,28.21,2.724,188.6,0.0
2024-01-25T23:45:00,64.35,6.205,27.75,2.642,190.7,0.0
2024-01-25T23:50:00,60.29,6.248,28.18,3.042,207.6,0.0
2024-01-25T23:55:00,60.2,6.24,28.39,2.718,199.1,0.0
2024-01-26T00:00:00,57.44,6.172,28.26,2.607,198.4,0.0
2024-01-26T00:05:00,58.79,6.226,27.93,2.756,198.6,0.0
2024-01-26T00:10:00,63.36,6.145,28.1,3.268,196.1,0.0
2024-01-26T00:15:00,60.08,6.203,28.07,2.983,203.4,0.0
2024-01-26T00:20:00,57.42,6.179,27.57,3.181,195.7,0.0
2024-01-26T00:25:00,56.58,6.149,28.1,3.633,199.4,0.0
2024-01-26T00:30:00,61.02,6.222,27.84,3.226,197.9,0.0
2024-01-26T00:35:00,59.31,6.179,27.46,3.237,199.8,0.0
2024-01-26T00:40:00,61.74,6.144,27.95,3.086,201.3,0.0
2024-01-26T00:45:00,55.66,6.202,28.46,3.45,203.8,0.0
2024-01-26T00:50:00,53.44,6.192,28.05,3.933,201.8,0.0
2024-01-26T00:55:00,54.78,6.155,28.16,3.996,191.1,0.0
2024-01-26T01:00:00,54.46,6.127,28.32,3.721,194.7,0.0
2024-01-26T01:05:00,54.91,6.224,28.0,3.832,204.7,0.0
2024-01-26T01:10:00,54.01,6.109,27.57,4.111,200.5,0.0
2024-01-26T01:15:00,55.29,6.187,27.94,3.923,194.2,0.0
2024-01-26T01:20:00,50.42,6.114,27.71,4.253,199.3,0.0
2024-01-26T01:25:00,52.19,6.124,27.54,4.496,202.8,0.0
2024-01-26T01:30:00,51.96,6.123,28.25,4.153,199.2,0.0
2024-01-26T01:35:00,52.28,6.229,28.27,4.412,199.6,0.0
2024-01-26T01:40:00,49.51,6.086,27.83,4.524,296.1,0.0
2024-01-26T01:45:00,47.77,6.184,28.23,4.77,300.1,0.0
2024-01-26T01:50:00,48.43,6.131,28.33,4.723,296.5,0.0
2024-01-26T01:55:00,50.77,6.129,27.66,4.479,196.3,0.0
2024-01-26T02:00:00,47.07,6.095,27.92,4.733,296.7,0.0
2024-01-26T02:05:00,47.69,6.112,27.91,4.859,305.8,0.0
2024-01-26T02:10:00,44.14,6.123,28.18,5.247,297.8,0.0
2024-01-26T02:15:00,47.26,6.094,27.66,4.901,292.7,0.0
2024-01-26T02:20:00,46.23,6.071,27.97,5.323,294.5,0.0
2024-01-26T02:25:00,47.48,6.069,27.5,5.351,297.6,0.0
2024-01-26T02:30:00,46.41,6.094,27.5,5.314,303.8,0.0
2024-01-26T02:35:00,48.85,6.072,27.63,5.412,294.3,0.0
2024-01-26T02:40:00,44.0,6.065,28.48,5.847,296.5,0.0
2024-01-26T02:45:00,47.62,6.077,27.52,5.89,302.5,0.0
2024-01-26T02:50:00,47.14,6.023,28.89,5.723,307.3,0.0
2024-01-26T02:55:00,43.57,6.089,28.24,5.913,302.2,0.0
2024-01-26T03:00:00,42.81,6.033,27.9,6.482,304.3,0.0
2024-01-26T03:05:00,43.3,6.081,27.38,6.39,301.6,0.0
2024-01-26T03:10:00,45.97,5.971,28.47,6.465,300.4,0.0
2024-01-26T03:15:00,45.55,6.06,28.12,6.634,301.2,0.0
2024-01-26T03:20:00,41.3,5.998,27.99,6.522,288.3,0.0
2024-01-26T03:25:00,40.67,6.01,28.07,6.835,292.8,0.0
2024-01-26T03:30:00,40.3,6.014,27.71,7.279,300.1,0.0
2024-01-26T03:35:00,42.46,6.054,28.16,7.263,298.2,0.0
2024-01-26T03:40:00,39.27,6.0,28.31,6.731,301.5,0.0
2024-01-26T03:45:00,42.03,5.985,27.46,7.525,306.9,0.0
2024-01-26T03:50:00,35.87,6.069,28.11,7.573,300.8,0.0
2024-01-26T03:55:00,41.59,6.025,28.14,7.734,303.1,0.0
2024-01-26T04:00:00,38.06,5.95,27.9,7.384,298.2,0.0
2024-01-26T04:05:00,38.12,5.971,28.15,7.433,291.9,0.0
2024-01-26T04:10:00,37.74,5.967,27.95,7.651,292.1,0.0
2024-01-26T04:15:00,38.55,5.998,28.31,7.857,301.0,0.0
2024-01-26T04:20:00,37.09,6.002,27.53,7.984,295.5,0.0
2024-01-26T04:25:00,30.85,5.96,28.35,8.331,299.5,0.0
2024-01-26T04:30:00,36.34,5.945,28.01,7.98,296.6,0.0
2024-01-26T04:35:00,38.92,5.95,27.58,8.416,297.4,0.0
2024-01-26T04:40:00,36.52,5.906,27.77,8.22,302.6,0.0
2024-01-26T04:45:00,33.66,5.887,28.99,8.566,303.9,0.0
2024-01-26T04:50:00,36.7,5.936,28.26,8.386,300.8,0.0
2024-01-26T04:55:00,34.18,5.872,28.58,8.558,295.3,0.0
2024-01-26T05:00:00,33.65,5.889,27.98,8.32,303.4,0.0
2024-01-26T05:05:00,35.66,5.913,28.01,8.938,302.0,0.0
2024-01-26T05:10:00,34.82,5.856,28.61,8.404,298.0,0.0
2024-01-26T05:15:00,31.52,5.889,28.68,8.843,304.7,0.0
2024-01-26T05:20:00,36.35,5.966,27.92,8.619,301.5,0.0
2024-01-26T05:25:00,37.13,5.871,28.04,9.046,297.9,0.0
2024-01-26T05:30:00,37.35,5.849,28.07,8.807,291.3,0.0
2024-01-26T05:35:00,33.11,5.86,28.18,9.119,298.7,0.0
2024-01-26T05:40:00,34.96,5.866,28.02,9.547,300.9,0.0
2024-01-26T05:45:00,31.68,5.896,27.93,9.501,300.6,0.0
2024-01-26T05:50:00,32.85,5.914,28.22,9.727,299.2,0.0
2024-01-26T05:55:00,28.71,5.935,27.17,9.579,399.6,0.0
2024-01-26T06:00:00,27.85,5.891,27.8,9.835,398.2,0.0
2024-01-26T06:05:00,31.13,5.776,27.71,9.86,304.9,0.0
2024-01-26T06:10:00,34.39,5.939,27.9,9.816,312.5,0.0
2024-01-26T06:15:00,28.07,5.829,27.32,9.787,408.0,0.0
2024-01-26T06:20:00,27.73,5.843,28.03,10.205,395.2,0.0
2024-01-26T06:25:00,29.33,5.834,27.88,9.514,401.1,0.0
2024-01-26T06:30:00,28.92,5.851,28.22,10.292,402.8,0.0
2024-01-26T06:35:00,29.62,5.863,27.66,9.892,406.3,0.0
2024-01-26T06:40:00,27.57,5.842,28.19,10.411,397.3,0.0
2024-01-26T06:45:00,29.38,5.762,28.14,10.254,394.5,0.0
2024-01-26T06:50:00,27.31,5.816,28.41,10.413,402.5,0.0
2024-01-26T06:55:00,26.35,5.792,28.12,10.012,401.8,0.0
2024-01-26T07:00:00,25.83,5.826,27.95,10.118,410.8,0.0
2024-01-26T07:05:00,32.36,5.756,27.53,10.367,294.4,0.0
2024-01-26T07:10:00,32.06,5.769,27.86,10.676,294.2,0.0
2024-01-26T07:15:00,29.56,5.809,28.0,10.05,393.0,0.0
2024-01-26T07:20:00,26.65,5.818,27.56,10.873,399.0,0.0
2024-01-26T07:25:00,28.36,5.796,28.15,10.616,394.3,0.0
2024-01-26T07:30:00,27.73,5.795,28.02,10.639,393.6,0.0
2024-01-26T07:35:00,22.34,5.816,28.25,10.341,404.2,0.0
2024-01-26T07:40:00,22.37,5.728,28.05,10.749,400.7,0.0
2024-01-26T07:45:00,27.86,5.77,28.04,10.67,396.8,0.0
2024-01-26T07:50:00,25.92,5.705,27.77,10.981,398.3,0.0
2024-01-26T07:55:00,26.66,5.751,27.63,11.022,403.9,0.0
2024-01-26T08:00:00,26.4,5.821,28.15,10.688,391.9,0.0
2024-01-26T08:05:00,26.35,5.695,28.19,10.473,400.2,0.0
2024-01-26T08:10:00,24.78,5.823,28.85,10.943,398.6,0.0
2024-01-26T08:15:00,26.47,5.728,27.75,11.019,394.6,0.0
2024-01-26T08:20:00,27.04,5.711,27.23,10.717,402.2,0.0
2024-01-26T08:25:00,29.04,5.747,27.56,10.996,388.9,0.0
2024-01-26T08:30:00,24.49,5.767,28.0,10.873,405.7,0.0
2024-01-26T08:35:00,27.96,5.753,27.39,10.767,406.6,0.0
2024-01-26T08:40:00,26.56,5.676,28.38,11.115,394.1,0.0
2024-01-26T08:45:00,27.42,5.666,28.6,11.309,401.2,0.0
2024-01-26T08:50:00,22.04,5.801,27.63,11.296,405.1,0.0
2024-01-26T08:55:00,23.98,5.736,28.31,10.951,393.6,0.0
2024-01-26T09:00:00,27.63,5.653,28.48,11.446,392.7,0.0
2024-01-26T09:05:00,26.27,5.652,28.08,11.084,401.2,0.0
2024-01-26T09:10:00,26.97,5.675,28.07,11.206,405.7,0.0
2024-01-26T09:15:00,26.78,5.629,28.16,11.449,395.6,0.0
2024-01-26T09:20:00,24.76,5.635,28.24,11.005,404.1,0.0
2024-01-26T09:25:00,22.98,5.605,27.86,10.887,402.3,0.0
2024-01-26T09:30:00,23.43,5.724,27.31,11.281,406.2,0.0
2024-01-26T09:35:00,24.5,5.637,28.46,11.233,393.8,0.0
2024-01-26T09:40:00,25.79,5.584,27.72,11.377,399.3,0.0
2024-01-26T09:45:00,22.69,5.635,28.19,11.194,398.3,0.0
2024-01-26T09:50:00,22.21,5.59,28.58,11.654,396.7,0.0
2024-01-26T09:55:00,20.46,5.69,27.9,11.134,398.7,0.0
2024-01-26T10:00:00,26.59,5.628,28.7,11.41,400.7,0.0
2024-01-26T10:05:00,26.06,5.63,27.82,11.701,401.7,0.0
2024-01-26T10:10:00,22.89,5.634,28.37,11.592,410.3,0.0
2024-01-26T10:15:00,28.31,5.593,28.21,11.685,406.7,0.0
2024-01-26T10:20:00,22.97,5.695,27.71,11.306,393.3,0.0
2024-01-26T10:25:00,26.69,5.631,27.99,11.865,397.8,0.0
2024-01-26T10:30:00,27.5,5.618,28.65,11.598,395.5,0.0
2024-01-26T10:35:00,23.05,5.553,27.95,11.544,402.1,0.0
2024-01-26T10:40:00,28.71,5.618,28.35,11.679,400.3,0.0
2024-01-26T10:45:00,29.17,5.616,27.7,11.951,397.3,0.0
2024-01-26T10:50:00,24.75,5.619,28.14,11.648,400.0,0.0
2024-01-26T10:55:00,24.58,5.666,28.31,11.453,402.7,0.0
2024-01-26T11:00:00,22.79,5.554,27.78,11.839,399.4,0.0
2024-01-26T11:05:00,26.3,5.551,27.76,11.523,409.7,0.0
2024-01-26T11:10:00,23.88,5.588,27.66,11.527,406.2,0.0
2024-01-26T11:15:00,26.99,5.532,28.03,11.781,400.2,0.0
2024-01-26T11:20:00,20.17,5.563,27.57,11.707,401.8,0.0
2024-01-26T11:25:00,19.24,5.589,27.84,11.178,395.1,0.0
2024-01-26T11:30:00,24.1,5.587,27.95,11.952,413.4,0.0
2024-01-26T11:35:00,27.25,5.54,27.5,11.538,402.4,0.0
2024-01-26T11:40:00,20.92,5.496,27.99,11.753,401.7,0.0
2024-01-26T11:45:00,25.61,5.511,27.6,11.134,404.7,0.0
2024-01-26T11:50:00,25.94,5.548,28.0,11.693,399.2,0.0
2024-01-26T11:55:00,22.24,5.485,28.18,11.814,399.3,0.0
2024-01-26T12:00:00,25.59,5.513,28.0,11.72,397.0,1.86
2024-01-26T12:05:00,25.13,5.487,27.86,11.798,404.0,1.84
2024-01-26T12:10:00,26.01,5.432,28.24,11.522,393.7,2.09
2024-01-26T12:15:00,25.63,5.5,27.89,11.385,400.9,1.91
2024-01-26T12:20:00,21.18,5.528,27.49,11.535,397.1,2.28
2024-01-26T12:25:00,25.56,5.467,28.15,11.527,403.3,2.0
2024-01-26T12:30:00,27.43,5.462,28.07,11.705,401.2,1.67
2024-01-26T12:35:00,23.29,5.464,28.73,11.691,395.8,2.02
2024-01-26T12:40:00,22.87,5.44,27.77,11.954,397.4,1.58
2024-01-26T12:45:00,19.53,5.534,28.19,11.54,403.9,1.94
2024-01-26T12:50:00,26.13,5.441,28.03,11.809,403.7,1.66
2024-01-26T12:55:00,22.88,5.47,28.38,12.472,404.6,1.87
2024-01-26T13:00:00,19.41,5.434,28.16,11.81,402.2,2.06
2024-01-26T13:05:00,19.65,5.502,28.43,11.758,404.5,1.85
2024-01-26T13:10:00,30.46,5.454,27.61,12.024,297.1,1.98
2024-01-26T13:15:00,23.11,5.461,28.46,11.432,406.6,2.02
2024-01-26T13:20:00,24.78,5.471,28.08,11.31,391.3,1.78
2024-01-26T13:25:00,18.15,5.434,27.76,11.538,413.1,1.88
2024-01-26T13:30:00,19.13,5.406,28.03,12.095,395.5,1.85
2024-01-26T13:35:00,22.12,5.508,28.11,11.759,402.4,2.0
2024-01-26T13:40:00,22.44,5.405,28.05,11.949,405.8,2.09
2024-01-26T13:45:00,24.34,5.406,28.01,11.76,397.6,1.9
2024-01-26T13:50:00,22.8,5.416,27.57,12.12,398.5,1.9
2024-01-26T13:55:00,22.62,5.386,28.02,11.634,400.6,1.8
2024-01-26T14:00:00,22.17,5.453,28.08,13.91,396.7,2.0
2024-01-26T14:05:00,24.23,5.425,28.22,14.383,407.2,2.11
2024-01-26T14:10:00,24.74,5.352,27.55,14.125,400.8,1.97
2024-01-26T14:15:00,24.35,5.317,27.84,13.874,397.6,1.72
2024-01-26T14:20:00,19.6,5.374,28.27,14.332,403.2,1.8
2024-01-26T14:25:00,23.48,5.506,28.12,14.148,399.3,1.85
2024-01-26T14:30:00,21.13,5.463,28.01,13.826,402.8,2.21
2024-01-26T14:35:00,26.03,5.404,28.13,13.462,395.9,1.87
2024-01-26T14:40:00,28.67,5.446,28.38,14.101,399.0,1.9
2024-01-26T14:45:00,22.37,5.309,27.78,13.815,397.2,1.97
2024-01-26T14:50:00,24.44,5.401,27.83,14.019,390.2,1.92
2024-01-26T14:55:00,24.84,5.443,28.28,13.769,403.8,1.99
2024-01-26T15:00:00,22.26,5.334,28.3,13.87,399.1,1.83
2024-01-26T15:05:00,22.15,5.404,28.32,13.8,398.3,1.69
2024-01-26T15:10:00,23.91,5.392,27.81,13.942,401.1,2.04
2024-01-26T15:15:00,25.34,5.383,27.85,13.978,406.9,2.12
